cp5,municipio,municipio_consolidado,provincia_consolidada
31780,Bera,Bera,Navarra
32356,Petín,Petín,Ourense
32432,Beade,Beade,Ourense
32971,Ourense,Ourense,Ourense
33160,Riosa,Riosa,Asturias
33677,Aller,Aller,Asturias
33836,Belmonte de Miranda,Salas,Asturias
34209,Valle de Cerrato,Valle de Cerrato,Palencia
36512,Lalín,Lalín,Pontevedra
36589,Silleda,Silleda,Pontevedra
36890,Mondariz-Balneario,Mondariz-Balneario,Pontevedra
37316,Bóveda del Río Almar,Bóveda del Río Almar,Salamanca
37452,Veguillas,Veguillas,Salamanca
39697,Corvera de Toranzo,Corvera de Toranzo,Cantabria
40531,Navares de Ayuso,Aldeonte,Segovia
41960,Gines,Gines,Sevilla
42181,Cerbón,Cerbón,Soria
42223,Soliedra,Coscurita,Soria
43716,Albinyana,Albinyana,Tarragona
43763,Vespella de Gaià,Vespella de Gaià,Tarragona
43815,Aiguamúrcia,Aiguamúrcia,Tarragona
45750,Huerta de Valdecarábanos,Huerta de Valdecarábanos,Toledo
46169,Gátova,Olocau,Valencia
46690,Alcúdia de Crespins,Alcúdia de Crespins,Valencia
46910,Sedaví,Alfafar,Valencia
47317,Corrales de Duero,San Llorente,Valladolid
48450,Etxebarri,Etxebarri,Vizcaya
49623,Villanázar,Villanázar,Zamora
50142,Fuendetodos,Fuendetodos,Zaragoza
50345,Alarba,Alarba,Zaragoza
2251,Fuentealbilla,Fuentealbilla,Albacete
5111,San Juan de la Nava,San Juan de la Nava,Ávila
5229,San Esteban de Zapardiel,Bercial de Zapardiel,Ávila
9146,Valle de Sedano,Valle de Sedano,Burgos
9219,Miranda de Ebro,Miranda de Ebro,Burgos
9390,Madrigalejo del Monte,Lerma,Burgos
9511,Valle de Losa,Valle de Losa,Burgos
11007,Cádiz,Cádiz,Cádiz
11649,Bornos,Bornos,Cádiz
12312,Olocau del Rey,Mata de Morella,Castellón
13440,Argamasilla de Calatrava,Argamasilla de Calatrava,Ciudad Real
14230,Villanueva del Rey,Villanueva del Rey,Córdoba
14911,Lucena,Lucena,Córdoba
15009,Coruña,Coruña,A Coruña
15121,Vimianzo,Vimianzo,A Coruña
15707,Santiago de Compostela,Santiago de Compostela,A Coruña
15800,Melide,Melide,A Coruña
15980,Rois,Padrón,A Coruña
16215,Almodóvar del Pinar,Almodóvar del Pinar,Cuenca
16531,Villanueva de Guadamejud,Villanueva de Guadamejud,Cuenca
17493,Vilajuïga,Pedret i Marzà,Gerona
17751,Sant Climent Sescebes,Sant Climent Sescebes,Gerona
19339,Embid,Embid,Guadalajara
19363,Molina de Aragón,Molina de Aragón,Guadalajara
21100,Punta Umbría,Punta Umbría,Huelva
22730,Aragüés del Puerto,Aragüés del Puerto,Huesca
23630,Villatorres,Villatorres,Jaén
24878,Ercina,Gradefes,León
25112,Gimenells i el Pla de la Font,Alcarràs,Lérida
25282,Sant Llorenç de Morunys,Guixers,Lérida
25656,Isona i Conca Dellà,Isona i Conca Dellà,Lérida
26350,Cenicero,Cenicero,La Rioja
27419,Pantón,Monforte de Lemos,Lugo
30156,Murcia,Murcia,Murcia
32813,Verea,Quintela de Leirado,Ourense
33593,Llanes,Llanes,Asturias
33828,Grado,Grado,Asturias
34257,Villahán,Tabanera de Cerrato,Palencia
34406,Herrera de Pisuerga,Herrera de Pisuerga,Palencia
35611,Puerto del Rosario,Puerto del Rosario,Las Palma
35649,Oliva,Oliva,Las Palma
36500,Lalín,Lalín,Pontevedra
36680,Estrada,Estrada,Pontevedra
36868,Ponteareas,Ponteareas,Pontevedra
36938,Bueu,Bueu,Pontevedra
37002,Salamanca,Salamanca,Salamanca
37491,Canillas de Abajo,Tabera de Abajo,Salamanca
37659,Nava de Francia,Casas del Conde,Salamanca
39509,Cabezón de la Sal,Cabezón de la Sal,Cantabria
41728,Palacios y Villafranca,Dos Hermanas,Sevilla
43142,Rourell,Rourell,Tarragona
43812,Bràfim,Vila-rodona,Tarragona
44141,Tronchón,Tronchón,Teruel
44396,Teruel,Teruel,Teruel
44595,Valjunquera,Valjunquera,Teruel
45664,Herencias,Herencias,Toledo
46166,Gestalgar,Gestalgar,Valencia
46351,Requena,Requena,Valencia
46450,Benifaió,Benifaió,Valencia
48111,Laukiz,Laukiz,Vizcaya
49318,Rionegro del Puente,Rionegro del Puente,Zamora
49621,Santibáñez de Vidriales,Santibáñez de Vidriales,Zamora
50130,Belchite,Belchite,Zaragoza
50215,Moros,Moros,Zaragoza
50313,Aniñón,Aniñón,Zaragoza
50683,Mianos,Sigüés,Zaragoza
1208,Asparrena,Asparrena,Álava
3317,Orihuela,Orihuela,Alicante
3348,Albatera,Granja de Rocamora,Alicante
3450,Banyeres de Mariola,Banyeres de Mariola,Alicante
5690,Llanos de Tormes,Bohoyo,Ávila
7470,Pollença,Pollença,Baleares
8010,Barcelona,Barcelona,Barcelona
9194,Revilla del Campo,Revilla del Campo,Burgos
9195,Arcos,Villalbilla de Burgos,Burgos
9211,Frías,Oña,Burgos
9250,Belorado,Belorado,Burgos
11379,Barrios,Barrios,Cádiz
11391,Tarifa,Tarifa,Cádiz
11500,Jerez de la Frontera,Jerez de la Frontera,Cádiz
12528,Eslida,Eslida,Castellón
14013,Córdoba,Córdoba,Córdoba
15172,Oleiros,Oleiros,A Coruña
15326,Pontes de García Rodríguez,Pontes de García Rodríguez,A Coruña
15340,Ortigueira,Ortigueira,A Coruña
15406,Ferrol,Ferrol,A Coruña
15660,Cambre,Cambre,A Coruña
15881,Boqueixón,Vedra,A Coruña
16771,Zafra de Záncara,Villares del Saz,Cuenca
17421,Riudarenes,Riudarenes,Gerona
18184,Beas de Granada,Beas de Granada,Granada
19153,Atanzón,Atanzón,Guadalajara
19461,Zaorejas,Zaorejas,Guadalajara
20014,Donostia-San Sebastián,Donostia-San Sebastián,Guipúzcoa
21592,Villanueva de las Cruces,Villanueva de las Cruces,Huelva
22437,Graus,Graus,Huesca
24287,Villares de Órbigo,Villares de Órbigo,León
27423,Sober,Sober,Lugo
27825,Vilalba,Vilalba,Lugo
28210,Valdemorillo,Valdemorillo,Madrid
29010,Málaga,Málaga,Málaga
30729,San Javier,San Javier,Murcia
31015,Pamplona/Iruña,Pamplona/Iruña,Navarra
31227,Cabredo,Lapoblación,Navarra
31513,Arguedas,Arguedas,Navarra
31587,Mendavia,Mendavia,Navarra
31680,Ochagavía/Otsagabia,Ochagavía/Otsagabia,Navarra
31870,Lekunberri,Uharte-Arakil,Navarra
32768,Chandrexa de Queixa,Chandrexa de Queixa,Ourense
33327,Colunga,Colunga,Asturias
33417,Castrillón,Castrillón,Asturias
36211,Vigo,Vigo,Pontevedra
36587,Vila de Cruces,Silleda,Pontevedra
36721,Tui,Tui,Pontevedra
36859,Cotobade,Cotobade,Pontevedra
37240,Lumbrales,Lumbrales,Salamanca
37339,Villoria,Villoria,Salamanca
37596,Serradilla del Arroyo,Serradilla del Arroyo,Salamanca
39554,Rionansa,Rionansa,Cantabria
40192,Adrada de Pirón,Torreiglesias,Segovia
40420,Real Sitio de San Ildefonso,Real Sitio de San Ildefonso,Segovia
41564,Lora de Estepa,Lora de Estepa,Sevilla
42149,Cabrejas del Pinar,Cabrejas del Pinar,Soria
42213,Alcubilla de las Peñas,Baraona,Soria
42328,Langa de Duero,Langa de Duero,Soria
43362,Cornudella de Montsant,Cornudella de Montsant,Tarragona
43449,Omells de na Gaia,Vimbodí i Poblet,Lérida
43784,Corbera d'Ebre,Corbera d'Ebre,Tarragona
44557,Mata de los Olmos,Mata de los Olmos,Teruel
45006,Toledo,Toledo,Toledo
45100,Sonseca,Sonseca,Toledo
45490,Almonacid de Toledo,Almonacid de Toledo,Toledo
45960,Chozas de Canales,Chozas de Canales,Toledo
46823,Navarrés,Navarrés,Valencia
47160,Portillo,Aldea de San Miguel,Valladolid
48330,Lemoa,Lemoa,Vizcaya
49520,Figueruela de Arriba,Figueruela de Arriba,Zamora
50013,Zaragoza,Zaragoza,Zaragoza
3206,Elche/Elx,Elche/Elx,Alicante
3390,Benejúzar,Benejúzar,Alicante
3780,Pego,Pego,Alicante
4717,Ejido,Ejido,Almería
5250,Hoyo de Pinares,Hoyo de Pinares,Ávila
6011,Badajoz,Badajoz,Badajoz
6380,Jerez de los Caballeros,Jerez de los Caballeros,Badajoz
7828,Sant Antoni de Portmany,Sant Antoni de Portmany,Baleares
8303,Mataró,Mataró,Barcelona
8573,Orís,Orís,Barcelona
8607,Sant Jaume de Frontanyà,Sant Jaume de Frontanyà,Barcelona
9108,Rezmondo,Melgar de Fernamental,Burgos
9391,Castrillo de la Vega,Castrillo de la Vega,Burgos
10136,Cañamero,Cañamero,Cáceres
10530,Serradilla,Serradilla,Cáceres
10960,Villa del Rey,Villa del Rey,Cáceres
11002,Cádiz,Cádiz,Cádiz
11612,Benaocaz,Benaocaz,Cádiz
14200,Peñarroya-Pueblonuevo,Peñarroya-Pueblonuevo,Córdoba
15238,Mazaricos,Mazaricos,A Coruña
16318,Salvacañete,Salvacañete,Cuenca
21580,Cerro de Andévalo,Cerro de Andévalo,Huelva
22250,Lanaja,Lanaja,Huesca
22609,Sabiñánigo,Sabiñánigo,Huesca
23269,Chiclana de Segura,Chiclana de Segura,Jaén
24344,Burgo Ranero,Santa María del Monte de Cea,León
24546,Arganza,Arganza,León
24660,Pola de Gordón,Pola de Gordón,León
24791,Zotes del Páramo,Roperuelos del Páramo,León
24792,Pozuelo del Páramo,Alija del Infantado,León
25611,Os de Balaguer,Os de Balaguer,Lérida
25613,Camarasa,Camarasa,Lérida
27662,Cervantes,Navia de Suarna,Lugo
28190,Montejo de la Sierra,Puebla de la Sierra,Madrid
28931,Móstoles,Móstoles,Madrid
29210,Cuevas de San Marcos,Cuevas de San Marcos,Málaga
30366,Cartagena,Cartagena,Murcia
32003,Ourense,Ourense,Ourense
32150,Peroxa,Peroxa,Ourense
32552,Vilariño de Conso,Vilariño de Conso,Ourense
32666,Allariz,Allariz,Ourense
32678,Xunqueira de Ambía,Xunqueira de Ambía,Ourense
32791,Pereiro de Aguiar,Pereiro de Aguiar,Ourense
33865,Salas,Salas,Asturias
34406,Collazos de Boedo,Herrera de Pisuerga,Palencia
35250,Ingenio,Ingenio,Las Palma
36203,Vigo,Vigo,Pontevedra
36657,Portas,Portas,Pontevedra
37748,Puente del Congosto,Puente del Congosto,Salamanca
37892,Alba de Tormes,Alba de Tormes,Salamanca
39806,Soba,Soba,Cantabria
41809,Albaida del Aljarafe,Albaida del Aljarafe,Sevilla
42149,Navaleno,Cabrejas del Pinar,Soria
42311,Carrascosa de Abajo,Burgo de Osma-Ciudad de Osma,Soria
43737,Lloar,Gratallops,Tarragona
46023,Valencia,Valencia,Valencia
46024,Valencia,Valencia,Valencia
46670,Pobla Llarga,Pobla Llarga,Valencia
47116,Pollos,Pollos,Valladolid
48498,Arrankudiaga,Arrankudiaga,Vizcaya
48891,Karrantza Harana/Valle de Carranza,Karrantza Harana/Valle de Carranza,Vizcaya
49191,Morales del Vino,Morales del Vino,Zamora
49618,Fuente Encalada,Santibáñez de Vidriales,Zamora
50408,Aguarón,Aguarón,Zaragoza
1213,Erriberagoitia/Ribera Alta,Erriberagoitia/Ribera Alta,Álava
3530,Nucia,Nucia,Alicante
5489,Candeleda,Candeleda,Ávila
7194,Puigpunyent,Puigpunyent,Baleares
7314,Selva,Selva,Baleares
7340,Alaró,Alaró,Baleares
8189,Sant Quirze Safaja,Sant Quirze Safaja,Barcelona
9118,Villaquirán de los Infantes,Villaquirán de los Infantes,Burgos
9142,Valle de Sedano,Merindad de Río Ubierna,Burgos
9451,Arauzo de Miel,Arauzo de Miel,Burgos
11648,Espera,Espera,Cádiz
12591,Llosa,Almenara,Castellón
14660,Cañete de las Torres,Cañete de las Torres,Córdoba
15213,Noia,Noia,A Coruña
16541,Valdecolmenas,Huete,Cuenca
17160,Anglès,Anglès,Gerona
17443,Santa Coloma de Farners,Santa Coloma de Farners,Gerona
17709,Jonquera,Jonquera,Gerona
17830,Mieres,Mieres,Gerona
18530,Pedro Martínez,Pedro Martínez,Granada
19151,Centenera,Centenera,Guadalajara
19184,Viñuelas,Viñuelas,Guadalajara
21591,San Silvestre de Guzmán,San Silvestre de Guzmán,Huelva
21609,Beas,Beas,Huelva
22367,Gistaín,Plan,Huesca
22467,Sahún,Sahún,Huesca
22662,Hoz de Jaca,Panticosa,Huesca
22752,Santa Cilia,Santa Cilia,Huesca
23293,Segura de la Sierra,Segura de la Sierra,Jaén
23614,Martos,Martos,Jaén
24199,Villaturiel,Villaturiel,León
24312,Igüeña,Igüeña,León
24430,Vega de Espinareda,Vega de Espinareda,León
25216,Ivorra,Estaràs,Lérida
25790,Oliana,Bassella,Lérida
26146,Redal,Redal,La Rioja
26315,Santa Coloma,Santa Coloma,La Rioja
27696,Baralla,Baralla,Lugo
28191,Prádena del Rincón,Horcajuelo de la Sierra,Madrid
28739,Navarredonda y San Mamés,Villavieja del Lozoya,Madrid
29100,Coín,Coín,Málaga
31001,Pamplona/Iruña,Pamplona/Iruña,Navarra
31714,Baztan,Baztan,Navarra
32329,Rubiá,Rubiá,Ourense
33312,Villaviciosa,Villaviciosa,Asturias
33756,Franco,Boal,Asturias
33837,Belmonte de Miranda,Belmonte de Miranda,Asturias
35610,Antigua,Puerto del Rosario,Las Palma
36002,Pontevedra,Pontevedra,Pontevedra
36118,Campo Lameiro,Campo Lameiro,Pontevedra
36379,Nigrán,Nigrán,Pontevedra
36968,Meaño,Meaño,Pontevedra
37170,Villarmayor,Carrascal de Barregas,Salamanca
37173,Ahigal de Villarino,Ahigal de Villarino,Salamanca
37621,Cabaco,Cabaco,Salamanca
37720,Puerto de Béjar,Cerro,Salamanca
38312,Orotava,Orotava,Santa Cruz de Tenerife
41010,Sevilla,Sevilla,Sevilla
42126,Quiñonería,Almazul,Soria
43700,Vendrell,Vendrell,Tarragona
44111,Albarracín,Albarracín,Teruel
44558,Gargallo,Estercuel,Teruel
44559,Cañada de Benatanduz,Ejulve,Teruel
45571,Azután,Alcolea de Tajo,Toledo
45682,Cerralbos,Cerralbos,Toledo
46816,Llanera de Ranes,Llanera de Ranes,Valencia
47317,Bocos de Duero,San Llorente,Valladolid
47418,Llano de Olmedo,Llano de Olmedo,Valladolid
49342,Espadañedo,Espadañedo,Zamora
49510,Fonfría,Fonfría,Zamora
50219,Munébrega,Vilueña,Zaragoza
50269,Chodes,Chodes,Zaragoza
50481,Aladrén,Aladrén,Zaragoza
50511,Malón,Malón,Zaragoza
50687,Lobera de Onsella,Lobera de Onsella,Zaragoza
1100,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
2312,Alcaraz,Alcaraz,Albacete
3699,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante/Alacant,Alicante
3795,Tormos,Orba,Alicante
4151,Almería,Almería,Almería
5309,Collado de Contreras,Crespos,Ávila
8104,Mollet del Vallès,Mollet del Vallès,Barcelona
8196,Sant Cugat del Vallès,Sant Cugat del Vallès,Barcelona
8461,Sant Esteve de Palautordera,Sant Esteve de Palautordera,Barcelona
8610,Avià,Avià,Barcelona
9226,Celada del Camino,Villaquirán de los Infantes,Burgos
9228,Mahamud,Villaverde del Monte,Burgos
9410,Arandilla,Peñaranda de Duero,Burgos
9491,Vadocondes,Vid y Barrios,Burgos
9493,Campillo de Aranda,Campillo de Aranda,Burgos
9593,Cantabrana,Oña,Burgos
10331,Villar del Pedroso,Carrascalejo,Cáceres
13115,Alcoba,Alcoba,Ciudad Real
13480,Almadenejos,Almadenejos,Ciudad Real
14913,Encinas Reales,Lucena,Córdoba
15004,Coruña,Coruña,A Coruña
15366,Cariño,Cariño,A Coruña
15510,Neda,Neda,A Coruña
16520,Huete,Huete,Cuenca
16542,Villar y Velasco,Villar y Velasco,Cuenca
17832,Esponellà,Esponellà,Gerona
18130,Escúzar,Malahá,Granada
20240,Ordizia,Ordizia,Guipúzcoa
20490,Leaburu,Leaburu,Guipúzcoa
22440,Benasque,Benasque,Huesca
22666,Sabiñánigo,Sabiñánigo,Huesca
24002,León,León,León
24252,Urdiales del Páramo,Bercianos del Páramo,León
24398,Molinaseca,Castropodame,León
24495,Palacios del Sil,Palacios del Sil,León
24880,Valderrueda,Valderrueda,León
25798,Valls de Valira,Valls de Valira,Lérida
27297,Lugo,Lugo,Lugo
27652,Navia de Suarna,Navia de Suarna,Lugo
27660,Navia de Suarna,Navia de Suarna,Lugo
28770,Colmenar Viejo,Colmenar Viejo,Madrid
28803,Alcalá de Henares,Alcalá de Henares,Madrid
31251,Larraga,Larraga,Navarra
31281,Etayo,Ancín/Antzin,Navarra
31370,Falces,Falces,Navarra
31453,Esparza de Salazar/Espartza Zaraitzu,Esparza de Salazar/Espartza Zaraitzu,Navarra
32433,Carballeda de Avia,Leiro,Ourense
32454,Cenlle,Cenlle,Ourense
32562,Viana do Bolo,Viana do Bolo,Ourense
32573,Maside,Maside,Ourense
33112,Proaza,Proaza,Asturias
33829,Salas,Salas,Asturias
33909,Langreo,Langreo,Asturias
33947,San Martín del Rey Aurelio,San Martín del Rey Aurelio,Asturias
34449,Villovieco,Villalcázar de Sirga,Palencia
35625,Pájara,Pájara,Las Palma
36420,Crecente,Crecente,Pontevedra
36600,Vilagarcía de Arousa,Vilagarcía de Arousa,Pontevedra
36689,Estrada,Estrada,Pontevedra
36814,Redondela,Redondela,Pontevedra
37170,Carrascal de Barregas,Carrascal de Barregas,Salamanca
37609,Carrascal del Obispo,Tamames,Salamanca
38460,Garachico,Silos,Santa Cruz de Tenerife
39140,Ribamontán al Mar,Ribamontán al Mar,Cantabria
40216,Chañe,Remondo,Segovia
40219,Villaverde de Íscar,Villaverde de Íscar,Segovia
40313,Torreadrada,Torreadrada,Segovia
41910,Camas,Camas,Sevilla
42107,Beratón,Ágreda,Soria
42290,Cubo de la Solana,Rábanos,Soria
43530,Alcanar,Alcanar,Tarragona
44220,Calamocha,Calamocha,Teruel
45519,Novés,Novés,Toledo
45571,Alcolea de Tajo,Alcolea de Tajo,Toledo
46117,Serra,Serra,Valencia
46352,Requena,Requena,Valencia
47410,Olmedo,Olmedo,Valladolid
48382,Mendata,Mendata,Vizcaya
49327,Cubo de Benavente,Uña de Quintana,Zamora
49332,Camarzana de Tera,Camarzana de Tera,Zamora
49337,Ferreras de Arriba,Otero de Bodas,Zamora
49530,Coreses,Coreses,Zamora
50015,Zaragoza,Zaragoza,Zaragoza
1194,Vitoria-Gasteiz,Vitoria-Gasteiz,Álava
2461,Riópar,Riópar,Albacete
4887,Lúcar,Tíjola,Almería
6980,Fuente del Arco,Fuente del Arco,Badajoz
7550,Son Servera,Son Servera,Baleares
8604,Castell de l'Areny,Castell de l'Areny,Barcelona
8619,Llosses,Llosses,Gerona
8785,Vallbona d'Anoia,Vallbona d'Anoia,Barcelona
9292,Villaescusa la Sombría,Briviesca,Burgos
11401,Jerez de la Frontera,Jerez de la Frontera,Cádiz
16891,Cañizares,Cañizares,Cuenca
17245,Santa Cristina d'Aro,Santa Cristina d'Aro,Gerona
18310,Salar,Salar,Granada
18514,Aldeire,Aldeire,Granada
20220,Legazpi,Legazpi,Guipúzcoa
20730,Azpeitia,Azpeitia,Guipúzcoa
22122,Ibieca,Angüés,Huesca
24161,Gradefes,Gradefes,León
25242,Miralcamp,Miralcamp,Lérida
25513,Baix Pallars,Torre de Cabdella,Lérida
26144,Galilea,Ocón,La Rioja
26210,Cihuri,Cihuri,La Rioja
27113,Negueira de Muñiz,Fonsagrada,Lugo
27131,Baleira,Baleira,Lugo
27546,Saviñao,Saviñao,Lugo
28610,Villamanta,Villamanta,Madrid
29720,Rincón de la Victoria,Málaga,Málaga
30506,Molina de Segura,Molina de Segura,Murcia
32869,Entrimo,Lobios,Ourense
33393,Gijón,Gijón,Asturias
33583,Piloña,Piloña,Asturias
33710,Navia,Coaña,Asturias
33800,Cangas del Narcea,Cangas del Narcea,Asturias
36862,Ponteareas,Ponteareas,Pontevedra
37621,Bastida,Cabaco,Salamanca
38110,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife
38660,Adeje,Adeje,Santa Cruz de Tenerife
40146,Labajos,Labajos,Segovia
41220,Burguillos,Burguillos,Sevilla
42153,Garray,Royo,Soria
43375,Vilella Alta,Vilella Alta,Tarragona
43400,Montblanc,Montblanc,Tarragona
43414,Montblanc,Montblanc,Tarragona
44212,Huesa del Común,Loscos,Teruel
44420,Manzanera,Manzanera,Teruel
46714,Palmera,Palmera,Valencia
48700,Ondarroa,Ondarroa,Vizcaya
48895,Lanestosa,Karrantza Harana/Valle de Carranza,Vizcaya
49232,Villar del Buey,Villar del Buey,Zamora
49582,Pías,Pías,Zamora
50135,Mediana de Aragón,Mediana de Aragón,Zaragoza
50136,Letux,Letux,Zaragoza
50410,Cuarte de Huerva,Cuarte de Huerva,Zaragoza
1192,Arrazua-Ubarrundia,Vitoria-Gasteiz,Álava
2692,Pétrola,Pétrola,Albacete
3500,Finestrat,Benidorm,Alicante
4729,Enix,Enix,Almería
4769,Berja,Berja,Almería
8350,Arenys de Mar,Arenys de Mar,Barcelona
9258,Villafranca Montes de Oca,Belorado,Burgos
9342,Santa María del Campo,Torrepadre,Burgos
9349,Lerma,Lerma,Burgos
9555,Villarcayo de Merindad de Castilla la Vieja,Villarcayo de Merindad de Castilla la Vieja,Burgos
12300,Morella,Morella,Castellón
16780,Altarejos,Altarejos,Cuenca
17164,Sant Gregori,Sant Gregori,Gerona
18150,Gójar,Gójar,Granada
18360,Huétor Tájar,Loja,Granada
18659,Albuñuelas,Dúrcal,Granada
19287,Maranchón,Tartanedo,Guadalajara
20130,Urnieta,Urnieta,Guipúzcoa
20210,Lazkao,Lazkao,Guipúzcoa
21819,Palos de la Frontera,Palos de la Frontera,Huelva
22147,Adahuesca,Abiego,Huesca
22313,Pozán de Vero,Santa María de Dulcis,Huesca
24718,Brazuelo,Brazuelo,León
24852,Boñar,Boñar,León
25212,Tarroja de Segarra,Plans de Sió,Lérida
25332,Fuliola,Fuliola,Lérida
25593,Soriguera,Soriguera,Lérida
25620,Tremp,Tremp,Lérida
26133,Rabanera,Ajamil de Cameros,La Rioja
26570,Quel,Quel,La Rioja
27243,Ribeira de Piquín,Ribeira de Piquín,Lugo
27841,Vilalba,Vilalba,Lugo
28211,Escorial,Escorial,Madrid
28921,Alcorcón,Alcorcón,Madrid
29150,Almogía,Almogía,Málaga
29230,Villanueva de la Concepción,Antequera,Málaga
30162,Murcia,Murcia,Murcia
31281,Legaria,Ancín/Antzin,Navarra
32102,Vilamarín,Vilamarín,Ourense
32315,Barco de Valdeorras,Barco de Valdeorras,Ourense
32636,Sarreaus,Xinzo de Limia,Ourense
33001,Oviedo,Oviedo,Asturias
33157,Cudillero,Cudillero,Asturias
33669,Oviedo,Oviedo,Asturias
35319,Santa Brígida,Santa Brígida,Las Palma
35349,Valleseco,Valleseco,Las Palma
36158,Pontevedra,Pontevedra,Pontevedra
36391,Nigrán,Nigrán,Pontevedra
37148,Espadaña,Villar de Peralonso,Salamanca
37190,Terradillos,Terradillos,Salamanca
37270,San Felices de los Gallegos,San Felices de los Gallegos,Salamanca
38340,Tacoronte,Tacoronte,Santa Cruz de Tenerife
38830,Agulo,Agulo,Santa Cruz de Tenerife
39212,Campoo de Enmedio,Campoo de Enmedio,Cantabria
40142,Monterrubio,Lastras del Pozo,Segovia
44140,Cantavieja,Cantavieja,Teruel
44557,Crivillén,Mata de los Olmos,Teruel
44563,Bordón,Castellote,Teruel
45291,Cobeja,Cobeja,Toledo
45521,Burujón,Burujón,Toledo
45590,Magán,Magán,Toledo
45592,Cabañas de la Sagra,Cabañas de la Sagra,Toledo
49158,Villalazán,Villalazán,Zamora
49717,Cuelgamures,Cuelgamures,Zamora
49751,Bretó,Bretó,Zamora
49780,Pobladura del Valle,Pobladura del Valle,Zamora
50007,Zaragoza,Zaragoza,Zaragoza
50175,Osera de Ebro,Osera de Ebro,Zaragoza
1128,Bernedo,Bernedo,Álava
5153,Collado del Mirón,Mirón,Ávila
5268,Santa Cruz de Pinares,Herradón de Pinares,Ávila
5694,Gilbuena,Gilbuena,Ávila
6300,Zafra,Zafra,Badajoz
6717,Villar de Rena,Don Benito,Badajoz
6928,Malcocinado,Malcocinado,Badajoz
8004,Barcelona,Barcelona,Barcelona
8580,Sant Quirze de Besora,Sant Quirze de Besora,Barcelona
8776,Sant Pere de Riudebitlles,Sant Pere de Riudebitlles,Barcelona
9246,Carcedo de Bureba,Oña,Burgos
12121,Alcora,Alcora,Castellón
12132,Atzeneta del Maestrat,Atzeneta del Maestrat,Castellón
14410,Torrecampo,Torrecampo,Córdoba
14550,Castro del Río,Castro del Río,Córdoba
15106,Carballo,Carballo,A Coruña
15168,Sada,Sada,A Coruña
15339,Mañón,Ortigueira,A Coruña
16192,Palomera,Buenache de la Sierra,Cuenca
17850,Sant Ferriol,Beuda,Gerona
18192,Quéntar,Quéntar,Granada
18566,Benalúa de las Villas,Benalúa de las Villas,Granada
18611,Molvízar,Molvízar,Granada
19239,Cogolludo,Cogolludo,Guadalajara
19460,Villanueva de Alcorón,Villanueva de Alcorón,Guadalajara
22311,Azlor,Azlor,Huesca
22420,Almunia de San Juan,Almunia de San Juan,Huesca
24009,León,León,León
24329,Sahagún,Sahagún,León
24414,Ponferrada,Ponferrada,León
24688,Villamanín,Villamanín,León
